
1559778248373,278,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-3,text,false,,2622,0,3,3,https://www.youtube.com:80/,0,0,278
1559778247823,965,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-1,text,false,,2622,0,4,4,https://www.youtube.com:80/,0,0,965
1559778248074,715,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-2,text,false,,2622,0,4,4,https://www.youtube.com:80/,0,0,715
1559778248675,164,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-4,text,false,,2622,0,4,4,https://www.youtube.com:80/,0,0,164
1559778248792,259,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-2,text,false,,2622,0,5,5,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,259
1559778248792,298,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-1,text,false,,2622,0,5,5,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,298
1559778248658,432,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-3,text,false,,2622,0,5,5,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,431
1559778249052,358,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-2,text,false,,2622,0,6,6,https://www.youtube.com:80/,0,0,357
1559778248977,432,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-5,text,false,,2622,0,6,6,https://www.youtube.com:80/,0,0,432
1559778248841,568,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-4,text,false,,2622,0,6,6,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,568
1559778249093,317,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-3,text,false,,2622,0,6,6,https://www.youtube.com:80/,0,0,317
1559778249093,317,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-1,text,false,,2622,0,6,6,https://www.youtube.com:80/,0,0,317
1559778249276,451,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-6,text,false,,2622,0,7,7,https://www.youtube.com:80/,0,0,451
1559778249411,317,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-2,text,false,,2622,0,7,7,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,317
1559778249574,212,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-7,text,false,,2622,0,7,7,https://www.youtube.com:80/,0,0,212
1559778249730,262,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-2,text,false,,2622,0,8,8,https://www.youtube.com:80/,0,0,262
1559778249411,728,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-5,text,false,,2622,0,8,8,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,728
1559778249412,727,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-4,text,false,,2622,0,8,8,https://www.youtube.com:80/,0,0,727
1559778249412,727,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-1,text,false,,2622,0,8,8,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,727
1559778249412,727,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-3,text,false,,2622,0,8,8,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,726
1559778250142,270,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-1,text,false,,2622,0,9,9,https://www.youtube.com:80/,0,0,270
1559778249993,457,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-2,text,false,,2622,0,9,9,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,457
1559778249787,663,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-7,text,false,,2622,0,9,9,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,663
1559778249873,578,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-8,text,false,,2622,0,9,9,https://www.youtube.com:80/,0,0,577
1559778249729,722,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-6,text,false,,2622,0,9,9,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,722
1559778250452,272,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-2,text,false,,2622,0,10,10,https://www.youtube.com:80/,0,0,272
1559778250142,629,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-5,text,false,,2622,0,10,10,https://www.youtube.com:80/,0,0,629
1559778250174,597,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-9,text,false,,2622,0,10,10,https://www.youtube.com:80/,0,0,597
1559778250150,621,página,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-3,text,false,,2622,0,10,10,https://www.youtube.com:80/,0,0,621
1559778250142,629,vídeo,Non HTTP response code: javax.net.ssl.SSLException,"Non HTTP response message: Unrecognized SSL message, plaintext connection?",usuarios esperados 1-4,text,false,,2622,0,10,10,https://www.youtube.com:80/watch?v=wmiIUN-7qhE,0,0,629
